Waktu,Ulasan,Pengguna,jtmC98,T79_5U,HcSdrS src (6),HcSdrS src (7),HcSdrS src (8)
"2026-01-03 11:00 | Variasi: Hitam kilap,XL (61-62)",,sofiaulia_urrohmah29,,,,,
"2025-12-05 20:25 | Variasi: Putih,L (59-60)","KW-nya kurang bagus, 
pengikat helm suka lepas sendiri dan pengaitnya tidak kencang. 
Tulisan INK nya hanya stiker. 
Helm sangat enteng.",jingga_ol_shop,,,,,
"2023-06-24 12:44 | Variasi: Abu abu dop,L (59-60), Ice blue,L (59-60)",,73yuq1vj_7,,,,,
"2022-06-22 19:19 | Variasi: Biru tua dop,XL (61-62)",Ok mendarat dengan selamat,agunsugianto,,,,,
"2025-12-13 11:17 | Variasi: Biru tua dop,XL (61-62)",Jangan berharap lebih dari helm yang harganya murah. Ada harga ada kualitas. Helm dengan merk lain (SKS) yang ditempel dengan merk (INK),simple.shoper,,,,,
"2022-12-12 12:08 | Variasi: Abu abu kilap,L (59-60)",,,,,,,
"2024-08-08 19:48 | Variasi: Putih,L (59-60)",,giselarimbin_2210,,,,,
"2025-02-06 20:31 | Variasi: Hijau Armi dop,M (57-58)","Bagus,cuma ada pecah sedikit",tfbi0bbz6x,,,,,
"2025-05-15 17:29 | Variasi: Pink stabilo,XL (61-62)",Helmnya bahannya pesok ringkih dan warnanya TDK sesuai dgn yg di pesan serta deskripsi,boyalquraisy5758,,,,,
"2023-11-26 10:08 | Variasi: Hitam kilap,M (57-58)",,_mulyadi.raihan03_,,,,,
"2024-03-16 18:35 | Variasi: Putih,XL (61-62)",Satuduatigaempatlima,hpurnama2021,,,,,
"2024-12-15 11:37 | Variasi: Biru tua dop,XL (61-62)",,indr1p,,,,,
"2025-01-25 23:44 | Variasi: Hitam kilap,XL (61-62)",,dnca1711,,,,,
"2024-10-09 09:23 | Variasi: Putih,M (57-58)",,5usiofpv3l,,,,,
"2023-11-18 16:27 | Variasi: Hitam kilap,L (59-60)",,aciakawak,,,,,
"2024-05-01 11:32 | Variasi: Hitam dop,XL (61-62)",,triwahyuda13,,,,,
"2024-12-20 19:17 | Variasi: Biru tua dop,M (57-58)",,nathanshopp,,,,,
"2023-01-21 13:09 | Variasi: Maron dop,XL (61-62)",,youyiherruvinita,,,,,
"2024-07-28 16:52 | Variasi: Hitam kilap,L (59-60)",,r_2e3l0igw,,,,,
"2023-11-18 13:48 | Variasi: Merah maron,XL (61-62)",,dy0n1512,,,,,
"2024-06-07 09:55 | Variasi: Hitam dop,M (57-58)",,syaparmancheng618,,,,,
"2024-07-08 16:57 | Variasi: Hitam dop,M (57-58)",,mayafatin488,,,,,
"2025-07-26 15:44 | Variasi: Abu abu kilap,XL (61-62)",,lheny199731,,,,,
"2023-02-09 17:55 | Variasi: Biru tua dop,L (59-60)",,fatimahhandayani5,,,,,
"2024-11-12 08:04 | Variasi: Hitam kilap,XL (61-62)","Pengiriman lama, barang lecet, ukuran nya lebih kecil dr yg di pesan, packing nya juga ky asal2an, pelapis busanya udh kendor aja.. Kapok dah,",,,,,,
"2025-05-11 14:05 | Variasi: Hitam kilap,XL (61-62)",Ukuran XL tp koq kecil ya,,,,,,
"2025-08-02 17:02 | Variasi: Abu abu dop,L (59-60)",,selvirusmasaputri,,,,,
"2025-04-26 16:50 | Variasi: Hitam kilap,L (59-60)",,x8grizals4,,,,,
"2024-09-13 12:24 | Variasi: Hitam dop,L (59-60)",👍Bagus,prita_oke,,,,,
"2024-07-20 12:24 | Variasi: Hitam dop,L (59-60)",,agusguswara774,,,,,
"2025-12-17 19:38 | Variasi: Merah maron,XL (61-62)",Barang bagus sesuai gambar 🥰🙏 trimakasih,w451la,,,,,
"2025-07-24 19:04 | Variasi: Abu abu dop,M (57-58)","Packing sdh aman sebenarnya, pakai bublewarp juga jadi lebih aman, tapi sayangnya ada bagian yg lem nya sudah lepas krn kering. Harusnya cek dulu sebelum kirim, pastiin lemnya ga ada yg mau lepas",,,,,,
"2023-01-29 14:11 | Variasi: Hitam dop,L (59-60)",,aji0tpj_ns,,,,,
2020-08-28 22:09,Mantap,,|,Langganan,,,
"2023-08-28 18:55 | Variasi: Hijau Armi dop,L (59-60)",Sesuai dengan pesanan sesuai harga juga mantap pokonya,rifalsaputra918,,,,,
"2023-04-09 16:58 | Variasi: Hijau Armi dop,M (57-58)",,firmansy9516,,,,,
"2026-01-31 12:28 | Variasi: Hitam kilap,L (59-60)","Datang dengan kaca dobel visor baret, dan karet putus 😓😓",mclsprincejack,,,,,
"2023-03-25 17:07 | Variasi: Hitam kilap,XL (61-62)",Barang mendarat dgn slamat trimakasih...,,,,,,
"2023-10-31 17:21 | Variasi: Hitam kilap,L (59-60)","Barang di terima kondisi baik, terimakasih",roy_pikal,,,,,
"2023-08-09 18:08 | Variasi: Hitam kilap,L (59-60)",Baik.terima kasih,iwayansetiono,,,,,
"2026-03-04 18:54 | Variasi: Merah maron,L (59-60)",,nidanurkholifah0310,,,,,
"2023-12-29 19:14 | Variasi: Hitam kilap,L (59-60)",manatap,natal6938cell,,,,,
"2026-04-04 09:37 | Variasi: Merah ferari,XL (61-62)",,devisilvia888,,,,,
"2026-01-03 11:27 | Variasi: Hitam kilap,L (59-60)",,wilsonpolii,,,,,
"2025-04-03 08:57 | Variasi: Hitam dop,L (59-60)","Produk nya datang datang rusakk, kemudia engsel untuk menggerakkan kacamata hitam nya ga mau gerak, sangat mengecewakan",daftin,,,,,
"2024-09-11 06:41 | Variasi: Biru tua dop,XL (61-62)",,rivanursikvawati,,,,,
"2021-12-04 10:30 | Variasi: Ice blue,L (59-60)",Mantep deh pokok nya gaa rugi sama sekali🤗,,,,,,
"2025-05-04 13:38 | Variasi: Hijau Armi dop,L (59-60)",,vaqi_ramdani12345,,,,,
"2025-07-19 16:27 | Variasi: Hitam dop,XL (61-62)",,umibayhaki,,,,,
"2024-10-15 16:35 | Variasi: Hitam dop,XL (61-62)",,sanlingbernagasamaria,,,,,
"2025-07-20 19:19 | Variasi: Hitam kilap,L (59-60)",,setiawan_wn,,,,,
"2024-02-09 19:25 | Variasi: Hitam kilap,M (57-58)",Kemasan kurang rapi,hasanipmawan855,,,,,
"2023-03-01 18:13 | Variasi: Abu abu dop,XL (61-62)",Barang lecet dan penutup baut samping patah ga bisa tertutup rapat,dodysakha,,,,,
"2026-02-20 22:19 | Variasi: Hijau Armi dop,M (57-58)","Menarik menarik saja, karena saya pikir kualitas sesuai. Naamun harga yg menentukan. Bukan tulisan SABLON, namun tulisan STIKER saja. Jadi tulisan merek bisa lepas.",ahmad.2r3,,,,,
"2022-01-03 19:41 | Variasi: Biru tua dop,M (57-58)",Sesuai,fatmanita68_sari,,,,,
"2025-07-23 13:23 | Variasi: Hitam kilap,L (59-60)",,f6n6zld9sm,,,,,
"2023-02-18 16:21 | Variasi: Hitam kilap,M (57-58)","Maaf ya, kmrn sdh chat utk pembatalan krna wrna yg dipilih kosong & dipersilahkan. Tiba2 ada notif brang dikirim & pembatalan ditolak 😌😌😌😌😌",,,,,,
"2025-02-27 18:10 | Variasi: Hitam dop,L (59-60)",Pembungkusan barang saya tidak tau ini kotaknya jadi hancur dari awal si penjual membungkus atau saat di urus oleh shopee,rasyidsputra214,,,,,
"2023-03-29 13:40 | Variasi: Abu abu kilap,L (59-60)",,,,,,,
"2025-12-17 11:26 | Variasi: Abu abu dop,XL (61-62)",,,,,,,
"2025-03-22 16:26 | Variasi: Merah ferari,L (59-60)",,dlyt5mwtoo,,,,,
"2023-04-14 20:04 | Variasi: Merah maron,L (59-60)",Biarkan bintang yang menilai,sadamm_14,,,,,
"2025-08-04 07:19 | Variasi: Abu abu dop,L (59-60)","Minus nya hnya dibagian setelan kaca dalem yg warna hitam itu,kurang baik..",bubunyazoya,,,,,
"2024-03-16 09:39 | Variasi: Merah maron,L (59-60)",Kualitas bagus,ahmadridani9,,,,,
"2024-01-11 18:25 | Variasi: Abu abu dop,M (57-58)",,riacristina1314,,,,,
"2025-06-06 08:46 | Variasi: Hijau Armi dop,L (59-60)",,,,,,,
"2023-03-03 18:16 | Variasi: Abu abu dop,XL (61-62)",,,,,,,
"2023-02-04 16:00 | Variasi: Hitam dop,XL (61-62)",,haifamaulida76,,,,,
"2026-02-26 17:34 | Variasi: Abu abu kilap,L (59-60)",,kakana0,,,,,
"2023-04-02 17:57 | Variasi: Putih,L (59-60)",,agussalimagussalim944,,,,,
"2023-09-14 17:56 | Variasi: Biru tua dop,L (59-60)",Sesuai deskripsi,,,,,,
"2025-07-20 18:27 | Variasi: Pink magenta,XL (61-62)",saya kecewa karna saya pesen warna pink magenta yg datang warna hijau armi,rubynabila843,,,,,
"2026-02-21 08:39 | Variasi: Hitam dop,M (57-58)",,retnopramesti320,,,,,
"2025-07-21 15:59 | Variasi: Putih,XL (61-62)",,hu6xtsvaps,,,,,
"2025-03-21 23:05 | Variasi: Hitam kilap,XL (61-62), Merah maron,XL (61-62)",Kualitas and harganya sesuai👍👍👍👍,milwadani,,,,,
"2026-01-06 18:12 | Variasi: Hitam kilap,XL (61-62)",,trisnotino028,,,,,
"2025-06-17 18:13 | Variasi: Abu abu dop,XL (61-62)",,,,,,,
"2025-04-12 12:26 | Variasi: Biru tua dop,L (59-60)",,lidyanovikristiani,,,,,
"2024-07-31 17:44 | Variasi: Hitam dop,XL (61-62)",Mantap,xfleae_qng,,,,,
"2024-04-21 14:39 | Variasi: Hitam kilap,M (57-58)",Mantap,jovenia12,,,,,
"2023-03-03 16:55 | Variasi: Maron dop,XL (61-62)",Mantap,srisundariku,,,,,
"2025-05-29 16:42 | Variasi: Hijau Armi dop,M (57-58)",,,,,,,
"2023-11-29 10:11 | Variasi: Hijau Armi dop,L (59-60)",Sesuai,samaza,,,,,
"2024-07-23 09:15 | Variasi: Abu abu dop,L (59-60)",Pas dikepala👍👍👍,syahliannor,,,,,
"2025-06-05 15:24 | Variasi: Hijau Armi dop,M (57-58)",,agsharianto,,,,,
"2024-04-27 13:18 | Variasi: Hitam kilap,M (57-58)",Sesuai kualitas harga,yclnqvedmg,,,,,
"2024-06-12 06:19 | Variasi: Abu abu dop,M (57-58)",,asifhabibi888,,,,,
"2025-01-26 14:37 | Variasi: Hitam kilap,XL (61-62)",,meseralomar,,,,,
"2023-04-27 21:23 | Variasi: Maron dop,XL (61-62)",Mohon lebih detail dalam memilih warna yang cs inginkan. Ini saya pesan merah dop. Malah di kirim merah maroon metallic,aderivaldi05,,,,,
"2023-03-26 13:58 | Variasi: Hijau Armi dop,M (57-58)",Pesan warna hijau yg datang warna hitan.....buruk.,basriansyahhanur,,,,,
"2026-03-19 17:28 | Variasi: Biru tua,XL (61-62)",,5i9ae78las,,,,,
"2025-07-30 23:17 | Variasi: Pink magenta,XL (61-62)","Untuk kualitas kita tidak bisa berharap lebih tapi dengan harga sgtu dapet helm lumayan keren dah bagus,,ada harga ada kualitas dan ada bahan yang kuat",enjianggoro22,,,,,
"2025-07-21 18:39 | Variasi: Hitam kilap,M (57-58)","Cat nya kurang rapih, INK nya stiker, merek aslinya SKS trnyta, ya sesuai harga lah",johankusuma,,,,,
"2026-01-16 16:12 | Variasi: Hitam dop,L (59-60)",Alhamdulillah psnan sdh smpai d ksret depan sambungannya kurang rapi. Terimakadih buat seller shopee dan mas kurir semoga berkah buat semua. Aamiin,1235600y0u,,,,,
"2026-02-14 13:29 | Variasi: Abu abu kilap,L (59-60)",Barang sudah sampai pas mantap,mtaufiqkaliha,,,,,
"2024-07-23 20:10 | Variasi: Putih,L (59-60)","Peaan warna. Putih kenapa dikirim yg hitam, tanpa ada konfirmasi sama sekali, jadi agak kecewa padahal baru pertama beli disini",tedikeren,,,,,
"2024-03-15 07:46 | Variasi: Hitam dop,XL (61-62)",,rudy147732,,,,,
"2023-12-16 19:32 | Variasi: Hitam kilap,XL (61-62)",Okkk markotop,kijajangsubhan,,,,,
"2025-05-15 20:51 | Variasi: Hitam dop,XL (61-62)",,lisdawati2802,,,,,
"2024-03-29 19:33 | Variasi: Biru tua dop,XL (61-62)",,,,,,,
"2024-01-30 10:37 | Variasi: Merah maron,L (59-60)",Saya suka,mas_anas84,,,,,
"2025-03-18 15:18 | Variasi: Abu abu dop,L (59-60)","Kecewa sama toko ini, selain packingnya buruk dan helmnya tidak di cekk sebelum dikirim",raymondtamba277,,,,,
"2023-11-02 12:17 | Variasi: Merah maron,XL (61-62)",,sariningsih123__,,,,,
"2025-04-17 16:36 | Variasi: Hitam dop,L (59-60)",,abdulavief93,,,,,
"2024-04-20 05:44 | Variasi: Pink magenta,L (59-60)",,asidharmaniati_,,,,,
"2024-07-20 12:43 | Variasi: Putih,L (59-60)",,khokhodrat,,,,,
"2025-06-23 20:35 | Variasi: Abu abu kilap,L (59-60)",,edi_war,,,,,
"2025-05-24 17:00 | Variasi: Hitam dop,L (59-60)",,chris.setiawan,,,,,
"2025-02-03 15:52 | Variasi: Abu abu kilap,L (59-60)",,7ze2bjy81s,,,,,
"2025-02-13 15:53 | Variasi: Hitam dop,M (57-58)",,0k0_ivo1q9,,,,,
"2024-02-10 09:45 | Variasi: Abu abu dop,L (59-60)",,tatasupriatna27,,,,,
"2024-09-14 11:02 | Variasi: Biru tua dop,L (59-60)",,roihelumusiin,,,,,
"2025-07-15 15:07 | Variasi: Biru tua,L (59-60)",,anikmenik851,,,,,
"2024-09-03 21:14 | Variasi: Hitam dop,M (57-58)",,agungramadhan661,,,,,
"2024-05-28 21:34 | Variasi: Hitam dop,XL (61-62)",,mumumuhidin9,,,,,
"2025-01-23 12:23 | Variasi: Biru tua dop,M (57-58)",,purtinabila348,,,,,
"2023-11-17 13:07 | Variasi: Putih,L (59-60)",,qurhubi,,,,,
"2023-03-20 20:00 | Variasi: Maron dop,M (57-58)",,anggggaaaaaa,,,,,
"2023-02-27 20:55 | Variasi: Putih,XL (61-62)",,jajangkrn77,,,,,
"2021-12-29 14:44 | Variasi: Hitam dop,XL (61-62)",,kojuniant,,,,,
"2025-02-27 08:04 | Variasi: Hijau Armi dop,XL (61-62)",,vynzha81,,,,,
"2025-02-04 17:32 | Variasi: Hitam dop,XL (61-62)",,el0zyhb4mh,,,,,
"2024-01-11 12:08 | Variasi: Helmbogowarnarandom,XL (61-62)",,imammuhtadin604,,,,,
"2024-08-24 12:56 | Variasi: Hitam kilap,L (59-60)",,_nwdjjix_4,,,,,
"2024-08-30 21:12 | Variasi: Biru tua dop,L (59-60)",,mochagusta,,,,,
"2026-01-03 11:48 | Variasi: Abu abu dop,M (57-58), Helmbogowarnarandom,M (57-58)",Cuma packing ada sobek,18ogasmi37,,,,,
"2024-10-31 15:33 | Variasi: Abu abu dop,L (59-60)",,20khe8wtc8,,,,,
"2025-07-25 22:22 | Variasi: Hitam kilap,XL (61-62)",,,,,,,
"2024-11-30 10:41 | Variasi: Kuning stabilo,M (57-58)",,syamsulkarimata,,,,,
"2025-07-11 21:37 | Variasi: Hitam dop,XL (61-62)",Semoga aman. Cukup oke. Harga murah. Semoga helm awet. Bisa untuk kepala. Stiker nya mudah di lepas wkwkw,,,,,,
"2025-07-25 15:42 | Variasi: Hitam dop,L (59-60)",Lumayan,m5ltf5zyud,,,,,
"2023-04-11 20:06 | Variasi: Hitam kilap,XL (61-62)",,heribertusyoga12,,,,,
"2025-05-10 12:19 | Variasi: Hijau Armi dop,XL (61-62)",,hermiawan1607,,,,,
"2023-03-25 19:13 | Variasi: Biru tua,L (59-60)",,lilik_fulaicha,,,,,
"2024-07-24 12:53 | Variasi: Abu abu dop,XL (61-62)",,asyraf.25,,,,,
"2023-03-09 13:44 | Variasi: Hitam dop,XL (61-62)",,exmt4c7pum,,,,,
"2024-06-20 18:29 | Variasi: Hijau Armi dop,M (57-58)",,ahmadsuparjo258,,,,,
"2023-11-01 12:22 | Variasi: Biru tua,L (59-60)",,micko085641138962,,,,,
"2023-10-11 14:49 | Variasi: Hitam dop,L (59-60)",,fandy3susilo,,,,,
"2025-04-27 09:09 | Variasi: Hitam kilap,L (59-60)",,endangsuryana30,,,,,
"2025-01-29 17:14 | Variasi: Hitam kilap,L (59-60)",,bundaasyfaa,,,,,
"2023-11-16 16:37 | Variasi: Hitam kilap,XL (61-62)",,anggikna,,,,,
"2024-09-18 15:34 | Variasi: Biru tua dop,L (59-60), Pink magenta,M (57-58)",,yohanes_2807,,,,,
"2024-09-14 18:47 | Variasi: Abu abu kilap,M (57-58)",,gustybadarudin,,,,,
"2025-03-27 18:29 | Variasi: Biru tua,L (59-60)",,dhdv2m03v9,,,,,
"2023-04-06 15:19 | Variasi: Ice blue,L (59-60)",,alfanalfanariatama650,,,,,
"2023-04-07 22:12 | Variasi: Maron dop,L (59-60)",,cb8zl99tiv,,,,,
"2023-12-11 17:44 | Variasi: Pink magenta,L (59-60)",,xrowmfoq0_,,,,,
"2025-02-26 11:44 | Variasi: Ice blue,M (57-58)",,kt3k4bf2p0,,,,,
"2025-02-19 15:43 | Variasi: Maron dop,M (57-58)",,hestuprasetyo99,,,,,
"2023-10-31 10:44 | Variasi: Biru tua,L (59-60)",,rn_e4p43mv,,,,,
"2025-05-07 17:55 | Variasi: Hitam kilap,XL (61-62)",,dwiteguh600,,,,,
"2025-04-30 17:21 | Variasi: Merah maron,XL (61-62)",,awiechie026,,,,,
"2024-03-30 18:29 | Variasi: Hitam kilap,XL (61-62)",,dindarimawan,,,,,
"2023-03-30 17:23 | Variasi: Putih,L (59-60)",,menx46setasojiro,,,,,
"2023-12-03 11:50 | Variasi: Putih,L (59-60)",,5gn_z6jka6,,,,,
"2024-10-12 17:00 | Variasi: Biru tua dop,M (57-58)",,wiwin_hasby55,,,,,
"2024-09-19 20:56 | Variasi: Biru tua dop,L (59-60)",,0c83zvds_b,,,,,
"2022-01-31 18:43 | Variasi: Hijau Armi dop,L (59-60)",,9hc_cl4uzu,,,,,
"2025-04-28 08:18 | Variasi: Ice blue,L (59-60)",,atirahlukman,,,,,
"2025-02-17 13:35 | Variasi: Hitam dop,XL (61-62)",,ahmaddafifudin,,,,,
"2024-08-02 23:29 | Variasi: Biru tua dop,M (57-58)",Ukuran sesuaikan dgn pesanan permintaan konsumen,yadhieproperty,,,,,
"2024-08-28 16:36 | Variasi: Abu abu dop,XL (61-62)",Barang diterima dengan kondisi kardus sobek disana sini. Dan hanya lakban satu aja. Entah ini sobek dari toko atau proses pengirimannya. Kelihatannya penanganan ekspedisi yang sembarangan.,prapto_ok,,,,,
"2023-10-19 20:56 | Variasi: Hitam dop,M (57-58)","Bagus, saya sukaa...",,,,,,
"2023-07-27 13:26 | Variasi: Hitam kilap,L (59-60)","Bagus kak, makasih",dianpurnamasarirusdin,,,,,
"2025-06-25 10:27 | Variasi: Hitam kilap,M (57-58)","Paket sudah sampai, tapi sayang, helm nya kurang rapi dibagian dalam kelihatan busa nya",amruelharyadi,,,,,
"2025-03-24 11:57 | Variasi: Putih,L (59-60)",Bagusss,octaviani912,,,,,
"2025-03-27 22:24 | Variasi: Biru tua,M (57-58)",,v290e198e,,,,,
"2023-10-26 15:41 | Variasi: Merah ferari,XL (61-62)","Pengemasan kurang baik,,,bagian baut kaca dlam patah",fahliyana,,,,,
"2025-05-04 05:40 | Variasi: Biru tua,XL (61-62)",,bklnlf9lfd,,,,,
"2024-10-13 14:49 | Variasi: Putih,L (59-60)","Sangat bagus, mantap.",cahyo_asih,,,,,
"2024-04-08 13:30 | Variasi: Kuning stabilo,XL (61-62)","Pesan warna kuning stabilo,yg datang malah warna putih 😪,tidak sesuai pesanan",,,,,,
"2024-08-27 16:45 | Variasi: Abu abu kilap,XL (61-62)",,safitrizaky,,,,,
"2023-04-06 12:53 | Variasi: Ice blue,L (59-60)","Barang NY si ok ,,TPI warna NY ko egk sesuai dengan pesanan ,,sedikit kecewa sih .",marjukisr,,,,,
"2024-04-26 15:28 | Variasi: Merah maron,XL (61-62)",,kebogiras445,,,,,
"2026-01-02 19:28 | Variasi: Putih,M (57-58)",,nawardjafar2301,,,,,
"2025-07-23 16:35 | Variasi: Hitam kilap,M (57-58)","Dengan harga segini sdh bagus banget,next pesan lagi 👍",,,,,,
"2024-09-16 19:49 | Variasi: Hitam dop,L (59-60)",,yanuarrizky344,,,,,
"2023-04-17 20:54 | Variasi: Hitam dop,L (59-60)",,,,,,,
"2023-04-14 15:40 | Variasi: Hitam dop,XL (61-62)","Pesan nya warna hitam dof .. 
Dtngnya merah .. ya sudah lah",iqbal.afrizal.sani,,,,,
"2023-04-17 03:47 | Variasi: Hitam kilap,M (57-58)",Terimakasih sdh dtng dlm keadaan baik,yanisulis22,,,,,
"2025-03-04 22:37 | Variasi: Hitam kilap,L (59-60)",,lilgeleng2012,,,,,
"2025-07-30 07:25 | Variasi: Kuning stabilo,M (57-58)","Kok sobek karet nya kak... 
Saya minta kompensasi kak",dickyprika,,,,,
"2023-05-09 19:59 | Variasi: Biru tua,L (59-60)",,leo916,,,,,
"2025-09-18 22:11 | Variasi: Hitam kilap,M (57-58)",Kecewa beli GK sesuai dengan harga malah jadi 115000 sampai tempat harga normal 97.200,k0ar1dmmd7,,,,,
"2025-05-02 17:19 | Variasi: Ice blue,M (57-58)",Barang bagus Sesuai pesanan,maskhm,,,,,
"2025-07-13 22:27 | Variasi: Helmbogowarnarandom,M (57-58)",,,,,,,
"2024-09-29 18:08 | Variasi: Hitam kilap,L (59-60)","mengecewakan, dateng dateng pas di buka pinggirannya udh ada bekas lem-an yang patah, atasnya juga ada yang pecah, di chat baik baik, di balesnya cuma kemarin, chat terakhir ga di bales nyampe sekarang! padahal online beberapa menit yang lalu.",kaniakanov,,,,,
"2023-04-16 17:57 | Variasi: Abu abu kilap,L (59-60)",,ajisurrya,,,,,
"2023-12-04 16:10 | Variasi: Abu abu kilap,XL (61-62)",Barang lecet sperti seken.. trima kasih barang sudah sampai dngan selamat,,,,,,
"2025-05-26 13:27 | Variasi: Hitam kilap,XL (61-62)",,,,,,,
"2025-06-11 21:14 | Variasi: Hitam dop,M (57-58)",,erwingunawan5,,,,,
"2023-07-19 19:34 | Variasi: Abu abu kilap,M (57-58)",,adigemilang25,,,,,
"2025-04-26 17:45 | Variasi: Abu abu dop,XL (61-62)",,cahndeso0909,,,,,
"2023-09-25 01:24 | Variasi: Hitam kilap,M (57-58)","Tampilan dan bahan lumayan sesuai harga, ringan dan nyaman digunakan, pengiriman lumayan cepat.",beciksahariah,,,,,
"2024-08-05 18:29 | Variasi: Hitam dop,XL (61-62)",,niakurniasih884,,,,,
"2024-09-01 14:05 | Variasi: Hitam kilap,XL (61-62)",,tamuraharjo,,,,,
"2025-02-20 12:24 | Variasi: Merah ferari,L (59-60)",,candrastia918,,,,,
"2025-05-19 11:46 | Variasi: Hitam dop,L (59-60)",,muhhipzunnasri,,,,,
"2024-08-31 16:59 | Variasi: Hitam kilap,XL (61-62)","Barang sudah sampai dengan selamat,bagus",basidbasid997,,,,,
"2023-03-15 07:31 | Variasi: Hitam kilap,L (59-60)","pengiriman cepat, barang sesuai foto, seller ramah, mantap",,,,,,
"2025-12-05 16:20 | Variasi: Maron dop,M (57-58)",Bagus,w4h1d1n_f4tunn1s4,,,,,
"2023-04-14 10:53 | Variasi: Hitam kilap,XL (61-62)",Kadang2 harapan tdk sesuai dg kenyataan... pesen putih atau hitam dop yg dtng merah maroon.. Emang murah sih... Ya sesuai dg barangnya.. Yg penting kan mereknya mahal...😆😆,gusoka487,,,,,
"2023-03-31 13:24 | Variasi: Hitam dop,XL (61-62)",,_evi123456,,,,,
"2024-10-28 12:05 | Variasi: Ice blue,L (59-60)",,bad44juoss,,,,,
"2025-05-20 19:06 | Variasi: Merah maron,L (59-60)",,5p766rvhwf,,,,,
"2023-04-12 02:43 | Variasi: Putih,M (57-58)",,lilik_fulaicha,,,,,
"2024-10-28 17:47 | Variasi: Hitam kilap,L (59-60)",,adawiahrobiyatulyayah,,,,,
"2025-05-22 17:33 | Variasi: Hitam dop,XL (61-62)",,dedensuhendar19,,,,,
"2024-12-15 15:46 | Variasi: Ice blue,L (59-60), Merah ferari,M (57-58)",,handi11061984,,,,,
"2025-01-02 17:17 | Variasi: Kuning stabilo,L (59-60)",,dariyahcantik,,,,,
"2023-03-23 17:17 | Variasi: Hijau Armi dop,M (57-58)",Pengirimannya lumayan cepet padahal jauh dari gresik ke Bogor. Helmnya oke cuma bahannya  kaya plastik ya dikira bakalan kaya yang kaca gituh kinclong tapi gpp lah it's okay mudah-mudahan awet helmnya,cansuhazel12,,,,,
"2024-08-14 13:16 | Variasi: Biru tua,L (59-60)",warna saya pesan biru satu ping satu yg dtang biru dua dua nya,devanohtbdevanohtb,,,,,
"2024-02-12 19:59 | Variasi: Hitam dop,L (59-60)",,muhamadnasirchannel,,,,,
"2023-10-04 18:35 | Variasi: Hitam dop,L (59-60)",Mantap Sesuai dg harga,c_dix,,,,,
2020-08-26 10:41,Sippp sekali Boss .,,|,Langganan,,,
"2024-09-09 11:34 | Variasi: Kuning stabilo,XL (61-62)","Barang tidak sesuai yang datang .Warna putih saya pesan warna stabilo 

Kecewa!!!!!",budi1899t,,,,,
"2023-11-24 17:40 | Variasi: Hitam kilap,XL (61-62)",,masshodik15,,,,,
"2024-12-13 22:24 | Variasi: Merah maron,M (57-58)",,,,,,,
"2023-10-16 14:26 | Variasi: Abu abu dop,L (59-60)",,abelstuff.id,,,,,
"2024-08-07 07:48 | Variasi: Merah maron,L (59-60)",Bagus,bapakoz,,,,,
"2025-06-11 13:47 | Variasi: Biru tua,L (59-60)",Bagus,res1979dian,,,,,
"2025-12-19 10:28 | Variasi: Putih,XL (61-62)","Helm sudah sampai dengan selamat, cuma minus di beberapa bagian cat yang terkelupas dan tempelan INK nya gede banget, nimpuk kocak gitu, tapi selebihnya bagus, sesuai dengan harganya. Mayan lah buat ngelindungi kepala kalo jatuh wkw. Makasih min",lexi1220,,,,,
"2025-03-01 12:09 | Variasi: Hitam kilap,L (59-60)",,nabilalfian453,,,,,
"2024-01-02 09:33 | Variasi: Abu abu kilap,L (59-60)",,m.aldhy.pratama,,,,,
"2023-06-14 16:27 | Variasi: Helmbogowarnarandom,L (59-60)",,windu.cipas,,,,,
"2023-05-01 10:02 | Variasi: Hitam dop,M (57-58)","Tidak sesuai dengan deskripsi dobel visor di iklan  
Ternyata barang yg datang yg biasa gak ada doble visor maka ada baret

Gak recomend mau di return ongkir lagi di tanggung pembeli terpaksa gak di retur mahal ongkir",,,,,,
"2023-09-26 09:45 | Variasi: Merah maron,L (59-60)",,,,,,,
"2023-12-28 13:16 | Variasi: Putih,L (59-60)",,prasetiaben18,,,,,
